id|codigo|nome|max(ects)|uo_id|ac_id
0|47960|GEOLOGIA DE CAMPO|6|0|16
0|83112|DIREITO FISCAL|6|0|16
0|40688|OBSERVAÇÃO EM EDUCAÇÃO|6|0|16
0|41266|ENGENHARIA DE SISTEMAS|6|0|16
0|41361|REGIMES E SISTEMAS POLÍTICOS|6|0|16
0|42015|PROJETO E CONSULTADORIA EM TURISMO|6|0|16
0|42642|ALEMÃO V-TÉCNICAS DE EXPRESSÃO|6|0|16
0|44551|HERMENÊUTICAS CULTURAIS|6|0|16
0|44854|MODELAÇÃO I|6|0|16
0|46891|ESPANHOL VI|6|0|16
0|47046|CARTOGRAFIA E TÉCNICAS DE INFORMÁTICA|6|0|16
0|47133|INSTRUMENTAÇÃO E ELECTROTECNIA APLICADA|6|0|16
0|47764|PROPRIEDADE INTELECTUAL E DIREITOS DE AUTOR|4|0|16
0|40630|ANÁLISE MACROECONÓMICA|6|0|16
0|41954|MECÂNICA E CAMPO ELETROMAGNÉTICO|6|0|16
0|42312|PREPARAÇÃO DE DISSERTAÇÃO, PROJETO OU ESTÁGIO|12|0|16
0|47573|ESTATÍSTICA MULTIVARIADA|6|0|16
0|90048|ECONOMIA REGIONAL E LOCAL|6|0|16
0|40714|DIDÁTICA DAS CIÊNCIAS NATURAIS|6|0|16
0|41143|GEOLOGIA DE CAMPO I|6|0|16
0|41314|TEORIA FINANCEIRA|6|0|16
0|42047|ANTEPROJETO EM ENGENHARIA CIVIL|6|0|16
0|42253|ECONOMIA DA SAÚDE|6|0|16
0|90253|INSTALAÇÕES ELÉTRICAS ESPECIAIS|3|0|16
0|99936|PROJECTO TEMÁTICO EM DESENVOLVIMENTO DE APLICAÇÕES|6|0|16
0|40032|SISTEMAS DE SUPORTE DE VIDA E MANUTENÇÃO DE ORGANISMOS MARINHOS|6|0|16
0|40783|DESENVOLVIMENTO MICROESTRUTURAL I|6|0|16
0|41423|COMPLEMENTOS DE FINANÇAS EMPRESARIAIS|6|0|16
0|41708|ONDAS|6|0|16
0|42142|TEORIA DOS MÉDIA DIGITAIS|4|0|16
0|45943|BIOESTATÍSTICA E EPIDEMIOLOGIA|4|0|16
0|46474|TEORIA DAS ESTRUTURAS|6|0|16
0|18133|CONTROLO DE GESTÃO PARA PME|6|0|16
0|41558|APLICACIONAIS PARA CIENCIAS E ENGENHARIA|6|0|16
0|48034|AQUISIÇÃO E ANÁLISE DE DADOS|6|0|16
0|40632|ECONOMIA FINANCEIRA|6|0|16
0|40961|GESTÃO DA QUALIDADE EM SAÚDE OCUPACIONAL|4|0|16
0|41343|ESTUDOS AVANÇADOS EM ENGENHARIA CIVIL|12|0|16
0|41486|DISPOSITIVOS ELETRÓNICOS|6|0|16
0|99253|COMPORTAMENTO ORGANIZACIONAL|6|0|16
0|40804|LIGAÇÃO DE MATERIAIS|6|0|16
0|41387|ADMINISTRAÇÃO E POLITICAS EDUCACIONAIS II|6|0|16
0|41595|SAÚDE PÚBLICA E EPIDEMIOLOGIA|6|0|16
0|41718|ESTUDOS EM PERFORMANCE|6|0|16
0|41926|TEMAS DE LITERATURAS DE LÍNGUA PORTUGUESA|6|0|16
0|47168|MECÂNICA APLICADA|6|0|16
0|47621|HIDRÁULICA FLUVIAL|6|0|16
0|81540|MARKETING II|6|0|16
0|90314|SEMINÁRIO I|6|0|16
0|90407|LOGÍSTICA E DISTRIBUIÇÃO|6|0|16
0|40844|MODELAÇÃO E INTEGRAÇÃO DE PROCESSOS|6|0|16
0|40926|ORGANIZAÇÃO E GESTÃO DE SERVIÇOS GERONTOLÓGICOS|6|0|16
0|42157|BIOTECNOLOGIA ALIMENTAR AVANÇADA|6|0|16
0|42888|ESCOAMENTO DE FLUIDOS E SISTEMAS MULTIFÁSICOS|6|0|16
0|44139|COMPUTAÇÃO MÓVEL|6|0|16
0|44437|ALEMÃO III|6|0|16
0|85101|MICROECONOMIA|6|0|16
0|18154|GESTÃO E OTIMIZAÇÃO DE EQUIPAS|6|0|16
0|40593|RUSSO V - LÍNGUA E CULTURA|6|0|16
0|40612|A BASE MOLECULAR DA BIOMEDICINA|6|0|16
0|40661|DESENVOLVIMENTO DE NOVOS PRODUTOS ALIMENTARES|6|0|16
0|40715|MATEMÁTICA COMPLEMENTAR I|6|0|16
0|41586|TERAPIA CELULAR E MEDICINA REGENERATIVA|4|0|16
0|41615|IMUNOLOGIA MOLECULAR E IMUNOTERAPIA|6|0|16
0|41663|HISTÓRIA DO DESIGN PORTUGUÊS|4|0|16
0|43484|LITERATURA PARA A INFÂNCIA E JUVENTUDE|6|0|16
0|47206|POLÍTICAS E GESTÃO DE SEGURANÇA SOCIAL|6|0|16
0|47216|PSICOLOGIA DA ATENÇÃO E DA PERCEPÇÃO|6|0|16
0|48831|DIAGNÓSTICO FUNCIONAL AVANÇADO EM FISIOTERAPIA MUSCULOSQUELÉTICA|6|0|16
0|90129|MICROPROCESSADORES E MICROCONTROLADORES|3|0|16
0|18011|ADMINISTRAÇÃO E GESTÃO DE SISTEMAS|8|0|16
0|40557|AVALIAÇÃO PSICOLÓGICA I|6|0|16
0|40722|TEMAS AVANÇADOS DE BIOLOGIA E GEOLOGIA|6|0|16
0|41285|TÓPICOS AVANÇADOS DE FISIOTERAPIA II|6|0|16
0|42715|GEOMATEMÁTICA|6|0|16
0|47874|AVALIAÇÃO DE EMPRESAS|6|0|16
0|47890|ELEMENTOS DE GEOMETRIA|8|0|16
0|40676|EDUCAÇÃO, MATEMÁTICA, CIÊNCIAS E SOCIEDADE|8|0|16
0|41221|ECONOMIA INDUSTRIAL I|6|0|16
0|46772|DIRECÇÃO I|4|0|16
0|47028|BIOINFORMÁTICA|6|0|16
0|18103|FUNDAMENTOS DE MARKETING|6|0|16
0|41327|MICROBIOLOGIA E FARMACOLOGIA|4|0|16
0|41574|ESTATÍSTICA BIOMÉDICA|6|0|16
0|46770|DIRECÇÃO II|4|0|16
0|47898|DIDÁCTICA DA LÍNGUA|4|0|16
0|90002|ALEMÃO - INICIAÇÃO|6|0|16
0|90283|SEGURANÇA E SAÚDE NO TRABALHO|6|0|16
0|18171|MAQUINAÇÃO|6|0|16
0|42610|LÍNGUA PORTUGUESA I|6|0|16
0|90105|INSTRUMENTAÇÃO E MEDIDAS|3|0|16
0|90296|PROGRAMAÇÃO E TECNOLOGIAS WEB|6|0|16
0|18006|GESTÃO DE REQUISITOS E DE PROJETOS|6|0|16
0|41241|MICROECONOMIA I|6|0|16
0|42189|ATMOSFERA E OCEANOS|6|0|16
0|42535|INFORMÁTICA INDUSTRIAL|6|0|16
0|46724|ESTÉTICA|4|0|16
0|47186|MOVIMENTOS ARTÍSTICOS CONTEMPORÂNEOS|4|0|16
0|47348|TÉCNICAS ESPECTROSCÓPICAS|6|0|16
0|47800|SERVOMECANISMOS|6|0|16
0|47984|TÉCNICAS DE PROTOTIPAGEM RÁPIDA|6|0|16
0|90419|SEMINÁRIO II|6|0|16
0|18069|ALGORITMOS E PROGRAMAÇÃO|6|0|16
0|40124|ILUSTRAÇÃO ZOOLÓGICA|6|0|16
0|40629|TIC E EDUCAÇÃO EM MATEMÁTICA|6|0|16
0|40972|METODOLOGIAS DE INVESTIGAÇÃO E ANÁLISE DE DADOS|6|0|16
0|41085|TÓPICOS DE MATEMÁTICA E FERRAMENTAS COMPUTACIONAIS|8|0|16
0|41162|DIREITO DO TRABALHO NA ADMINISTRAÇÃO PÚBLICA|6|0|16
0|41578|MICROBIOLOGIA MÉDICA|6|0|16
0|44847|INTRODUÇÃO À TECNOLOGIA E DESENVOLVIMENTO DE PRODUTO|6|0|16
0|45831|AUDITORIA|6|0|16
0|47460|ANÁLISE DE DADOS|6|0|16
0|47691|MÉTODOS DE INVESTIGAÇÃO OPERACIONAL|6|0|16
0|18061|MODELAÇÃO|6|0|16
0|40383|PADRÕES E DESENHO DE SOFTWARE|6|0|16
0|41518|MÉTODOS DE CARACTERIZAÇÃO DE MATERIAIS|6|0|16
0|42078|INFORMAÇÃO E CODIFICAÇÃO|6|0|16
0|42297|ENERGIAS RENOVÁVEIS|0|0|16
0|43564|QUÍMICA ORGÂNICA|6|0|16
0|45172|PLANCTONOLOGIA|6|0|16
0|45802|DIREITO DAS EMPRESAS I|6|0|16
0|46402|MECÂNICA DOS SÓLIDOS|6|0|16
0|46404|TECNOLOGIA MECÂNICA I|6|0|16
0|46469|HIDRÁULICA GERAL I|6|0|16
0|47512|CONVERSÃO DE ENERGIAS CONVENCIONAIS|6|0|16
0|17567|PRODUÇÃO DE CONTEÚDOS INFORMATIVOS ON-LINE|6|0|16
0|40766|CÉLULAS E TECIDOS|6|0|16
0|41922|ESTUDOS AVANÇADOS EM CIÊNCIAS E ENGENHARIA  DO AMBIENTE|12|0|16
0|42021|TÓPICOS AVANÇADOS EM REABILITAÇÃO I|6|0|16
0|42608|INGLÊS III|6|0|16
0|48060|LÍNGUA E LINGUÍSTICA INGLESA|6|0|16
0|41637|DIREITO E POLÍTICAS DO MAR|6|0|16
0|41910|EMPREENDEDORISMO E DESENVOLVIMENTO SUSTENTÁVEL|6|0|16
0|44345|INGLÊS V-TÉCNICAS DE EXPRESSÃO|6|0|16
0|47810|SISTEMAS DE VISÃO E DE PERCEPÇÃO INDUSTRIAL|6|0|16
0|48249|SEMINÁRIO EM BIOTECNOLOGIA|12|0|16
0|90198|GESTÃO DA COMUNICAÇÃO E DA MUDANÇA|6|0|16
0|18018|TÉCNICAS DE EXPRESSÃO ORAL E ESCRITA|6|0|16
0|41638|BIOLOGIA E DIVERSIDADE MARINHA|6|0|16
0|42641|ALEMÃO VI-TÉCNICAS DE EXPRESSÃO|6|0|16
0|44266|DIDÁTICA DO INGLÊS PARA CRIANÇAS|6|0|16
0|46810|CHINÊS I|6|0|16
0|81486|CORPORATE FINANCE|6|0|16
0|90073|FÍSICA|6|0|16
0|90172|SISTEMAS ELECTRÓNICOS|3|0|16
0|18185|QUÍMICA DOS MATERIAIS|6|0|16
0|40279|DISCURSOS E TRADUÇÃO|6|0|16
0|40577|PSICOLOGIA DA MEMÓRIA|6|0|16
0|40952|ESTUDO DO MOVIMENTO HUMANO II|6|0|16
0|41203|PSICOLINGUÍSTICA|6|0|16
0|41219|ECONOMIA EUROPEIA|6|0|16
0|41275|ANATOMO-FISIOLOGIA CLÍNICA|6|0|16
0|41519|PROGRAMAÇÃO POR OBJECTOS|6|0|16
0|42011|INTRODUÇÃO AO TURISMO|6|0|16
0|42014|MERCADOS E PRODUTOS EM TURISMO|6|0|16
0|46488|AUTOMAÇÃO I|6|0|16
0|47280|GENÉTICA E EVOLUÇÃO|6|0|16
0|48100|AVALIAÇÃO E CONSERVAÇÃO DOS RECURSOS BIOLÓGICOS MARINHOS|6|0|16
0|81477|FINANÇAS II|6|0|16
0|85102|MACROECONOMIA|6|0|16
0|90388|POLÍTICAS PÚBLICAS|6|0|16
0|18034|TÉCNICAS EXPRESSÃO ORAL E ESCRITA|6|0|16
0|18135|CALOR E FLUÍDOS|6|0|16
0|40758|EVOLUÇÃO E DIVERSIDADE MICROBIANA|6|0|16
0|40829|AUTOMAÇÃO DE PROCESSOS INDUSTRIAIS|6|0|16
0|40934|BIOTECNOLOGIA MICROBIANA|6|0|16
0|41337|CUIDADOS CONTINUADOS|4|0|16
0|41640|POLUIÇÃO MARINHA|6|0|16
0|46785|TOXICOLOGIA MOLECULAR E CELULAR|6|0|16
0|47215|PSICOBIOLOGIA|6|0|16
0|41224|AVALIAÇÃO E REABILITAÇÃO AUDITIVA|6|0|16
0|41670|PROJECTO EM DESIGN IV|10|0|16
0|41957|FUNDAMENTOS DE ECONOMIA E GESTÃO|6|0|16
0|43284|TIC E EDUCAÇÃO EM CIÊNCIA|6|0|16
0|45951|ESTRUTURAS ORGANIZACIONAIS E SOCIAIS DA SAÚDE|4|0|16
0|47448|FRANCÊS - PRÁTICAS DE TRADUÇÃO I|6|0|16
0|47541|ECONOMIA DA INFORMAÇÃO E INCERTEZA|6|0|16
0|47849|TRADUÇÃO AUDIOVISUAL|6|0|16
0|81485|INVESTIMENTOS FINANCEIROS|6|0|16
0|90340|ALGORITMIA E PROGRAMAÇÃO|3|0|16
0|41363|GOVERNAÇÃO E POLÍTICAS PÚBLICAS|6|0|16
0|41414|SEMINÁRIO EM CIÊNCIAS ECONÓMICAS E EMPRESARIAIS I|6|0|16
0|42188|METODOLOGIAS DE INVESTIGAÇÃO EM SISTEMAS ENERGÉTICOS E ALTERAÇÕES CLIMÁTICAS|12|0|16
0|42891|TERMODINÂMICA DE PROCESSOS QUÍMICOS|6|0|16
0|43220|COMUNICAÇÃO TÉCNICA|6|0|16
0|44853|MECÂNICA DOS MATERIAIS|4|0|16
0|44860|COMPONENTES E ESTRUTURAS|6|0|16
0|90311|MEDIÇÃO E GESTÃO DO DESEMPENHO DO NEGÓCIO|6|0|16
0|18071|ANÁLISE DE SISTEMAS E BASES DE DADOS|6|0|16
0|40284|ESTATÍSTICA APLICADA EM INVESTIGAÇÃO CLÍNICA|6|0|16
0|41406|ELECTRÓNICA DE POTÊNCIA|6|0|16
0|42000|DISPOSITIVOS BIOMECÂNICOS|6|0|16
0|42065|TRIBOLOGIA E ENGENHARIA DAS SUPERFÍCIES|6|0|16
0|42192|ELEMENTOS DE PROGRAMAÇÃO|6|0|16
0|81534|CASOS ESPECIAIS DE TRIBUTAÇÃO EM SEDE DE IRC|6|0|16
0|90406|ESTRATÉGIAS DE INTERNACIONALIZAÇÃO|6|0|16
0|18003|TÓPICOS DE MATEMÁTICA|6|0|16
0|18028|PROCESSOS DE TRANSFORMAÇÃO INDUSTRIAIS|6|0|16
0|40368|BIOQUÍMICA E METABOLISMO|6|0|16
0|40509|DIDÁCTICA DAS CIÊNCIAS NATURAIS E SOCIAIS|4|0|16
0|41264|CONCEÇÃO E MODELAÇÃO 3D|6|0|16
0|41303|COMPORTAMENTO ORGANIZACIONAL|6|0|16
0|41556|TÓPICOS AVANÇADOS DE GERONTOLOLOGIA E GERIATRIA|18|0|16
0|42728|CÁLCULO I|6|0|16
0|46448|INOVAÇÃO EM GESTÃO DE ATRAÇÕES CULTURAIS|6|0|16
0|81520|CONTABILIDADE FINANCEIRA AVANÇADA I|6|0|16
0|90284|GESTÃO AMBIENTAL NAS ORGANIZAÇÕES|6|0|16
0|18085|SISTEMAS DE INFORMAÇÃO EMPRESARIAIS|6|0|16
0|41255|LABORATÓRIOS DE ENGENHARIA BIOMÉDICA|6|0|16
0|41587|LABORATÓRIOS DE BIOMEDICINA 5|4|0|16
0|45916|ANÁLISE DE DADOS E PLANEAMENTO EXPERIMENTAL|6|0|16
0|47529|DESIGN E ESTRATÉGIA|6|0|16
0|82148|COMUNICAÇÃO INTEGRADA DE MARKETING|6|0|16
0|82501|GESTÃO DA CADEIA DE ABASTECIMENTO|6|0|16
0|82502|APLICAÇÕES DE INTERNET MARKETING|6|0|16
0|18175|DESENHO ASSISTIDO POR COMPUTADOR|6|0|16
0|41154|DIREITO CONSTITUCIONAL|4|0|16
0|47893|EXPRESSÕES ARTÍSTICAS I|8|0|16
0|90401|MARKETING|6|0|16
0|17554|ANIMAÇÃO, ITINERÁRIOS E EVENTOS TURÍSTICOS|6|0|16
0|18078|FERRAMENTAS DE AUTORIA|6|0|16
0|18114|ELEMENTOS DE MATEMÁTICA E ESTATÍSTICA|6|0|16
0|46888|ESPANHOL III|6|0|16
0|47263|TECNOLOGIAS DE APOIO À TRADUÇÃO I|6|0|16
0|47455|ALEMÃO I - PRÁTICAS AVANÇADAS DE TRADUÇÃO|10|0|16
0|90124|MATEMÁTICA II|6|0|16
0|90242|ELEMENTOS  DE ELECTROMAGNETISMO|6|0|16
0|90360|ENGENHARIA E FABRICO ASSISTIDOS POR COMPUTADOR|3|0|16
0|90408|GESTÃO ESTRATÉGICA DA QUALIDADE|6|0|16
0|18077|ENGENHARIA DE SOFTWRE|6|0|16
0|41748|PROCESSOS DE LIGAÇÃO|6|0|16
0|45104|INTRODUÇÃO ÀS CIÊNCIAS DA LINGUAGEM|6|0|16
0|45593|ECOLOGIA QUANTITATIVA DAS POPULAÇÕES|6|0|16
0|46447|GESTÃO DO PATRIMÓNIO CULTURAL EM TURISMO|6|0|16
0|47649|LABORATÓRIO DE EXPERIMENTAÇÃO E CRIAÇÃO ARTÍSTICA II|12|0|16
0|48212|CONSTRUÇÃO SUSTENTÁVEL|6|0|16
0|81106|FISCALIDADE|6|0|16
0|81510|GESTÃO FINANCEIRA INTERNACIONAL|6|0|16
0|82119|GESTÃO DAS INSTITUIÇÕES FINANCEIRAS|6|0|16
0|90393|LABORATÓRIOS DE INFORMÁTICA|6|0|16
0|99260|ANÁLISE DE DADOS|6|0|16
0|40674|CURRÍCULO, TECNOLOGIA E DIDÁTICA DE CIÊNCIAS E MATEMÁTICA|8|0|16
0|41572|BIOQUÍMICA INTEGRATIVA|6|0|16
0|45824|INTRODUÇÃO AO DIREITO|4|0|16
0|47614|GESTÃO DE OBRAS E COORDENAÇÃO DE SEGURANÇA|6|0|16
0|18138|INSTRUMENTAÇÃO INDUSTRIAL|6|0|16
0|40524|ANATOMIA IMAGIOLÓGICA I|6|0|16
0|40675|SEMINÁRIO EM DIDÁTICA DE CIÊNCIAS E MATEMÁTICA|10|0|16
0|41561|PROJETO DE TESE E PLANEAMENTO E ANÁLISE DE DADOS|30|0|16
0|42077|TECNOLOGIAS DE PROCESSAMENTO DE BIOMASSA|6|0|16
0|47590|FORMAS URBANAS|6|0|16
0|40511|TIC E EDUCAÇÃO BÁSICA|4|0|16
0|43346|MATEMÁTICAS GERAIS II|6|0|16
0|44511|LINGUÍSTICA PORTUGUESA III|6|0|16
0|82420|MARKETING DIGITAL|6|0|16
0|90241|DESENHO TÉCNICO|4|0|16
0|41609|SEMINÁRIOS EM BIOMEDICINA|6|0|16
0|41695|BIOLOGIA, ECOLOGIA E CONSERVAÇÃO DO MAR ABERTO E PROFUNDO|6|0|16
0|41988|PROGRAMAÇÃO|6|0|16
0|45804|DIREITO DE EMPRESAS II|6|0|16
0|47319|DESIGN E USABILIDADE|4|0|16
0|47622|HIDRÁULICA URBANA|6|0|16
0|90402|TÉCNICAS DE NEGOCIAÇÃO|6|0|16
0|17561|DIREITO DA INFORMÁTICA E DA COMUNICAÇÃO|6|0|16
0|18105|FORÇA DE VENDAS|6|0|16
0|40549|PRÁTICA BASEADA NA EVIDÊNCIA EM PSICOLOGIA|6|0|16
0|40823|AUTOMATISMOS|6|0|16
0|41256|ECONOMIA DOS RECURSOS NATURAIS|6|0|16
0|41902|TECNOLOGIAS DE ATUAÇÃO|6|0|16
0|42112|ÉTICA E PROTOCOLOS|6|0|16
0|42702|MATEMÁTICA I|8|0|16
0|47134|INTRODUÇÃO À ANÁLISE E PROCESSAMENTO DE SINAL|6|0|16
0|47993|VIDEO ARTE DIGITAL|6|0|16
0|81470|AUDITORIA|6|0|16
0|81536|INFRAÇÕES FISCAIS E PARAFISCAIS|6|0|16
0|90315|SEMINÁRIO II|6|0|16
0|41968|INTRODUÇÃO À ENGENHARIA DO AMBIENTE|6|0|16
0|42194|ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL|6|0|16
0|43212|ANÁLISE COMPLEXA|8|0|16
0|47574|ESTÉTICA CONTEMPORÂNEA|6|0|16
0|82136|GESTÃO ESTRATÉGICA|6|0|16
0|90114|MÁQUINAS ELÉCTRICAS|3|0|16
0|40691|LITERATURA DE EXPRESSÃO INGLESA|6|0|16
0|41510|IDENTIFICAÇÃO DE SISTEMAS|6|0|16
0|42879|MÉTODOS ESPECTROSCÓPICOS|6|0|16
0|43528|QUÍMICA FÍSICA II|6|0|16
0|46470|HIDRÁULICA GERAL II|6|0|16
0|47656|ALEMÃO - PROJECTO DE APLICAÇÃO|6|0|16
0|47943|CORPORATE AND PROJECT FINANCE|6|0|16
0|81471|ANÁLISE FINANCEIRA|6|0|16
0|81546|GESTÃO DA INFORMAÇÃO E CRM|6|0|16
0|90276|GESTÃO DA QUALIDADE II|6|0|16
0|99261|COMUNICAÇÃO EMPRESARIAL I|6|0|16
0|18124|GESTÃO DAS OPERAÇÕES|6|0|16
0|40620|DIDÁTICA DA HISTÓRIA E GEOGRAFIA E DAS CIÊNCIAS NATURAIS|6|0|16
0|47013|ANÁLISE, TEORIA E CRIAÇÃO MUSICAL B|4|0|16
0|48093|POLÍTICAS PÚBLICAS DE RECURSOS HUMANOS|6|0|16
0|84323|ESCRITA PARA INTERNET|6|0|16
0|40648|MÉTODOS E TÉCNICAS EM RESSONÂNCIA MAGNÉTICA|8|0|16
0|40728|MÉTODOS E TÉCNICAS DE IMAGIOLOGIA II|8|0|16
0|41418|TEORIA MACROECONÓMICA|6|0|16
0|42221|FUNDAMENTOS DE GEOLOGIA|6|0|16
0|47136|INTRODUÇÃO À EDIÇÃO|6|0|16
0|47506|CONSERVAÇÃO E REABILITAÇÃO DA CONSTRUÇÃO|6|0|16
0|47637|INSTITUIÇÕES E PARTIDOS POLÍTICOS|6|0|16
0|81460|MACROECONOMIA|6|0|16
0|40520|RADIOBIOLOGIA|4|0|16
0|40748|CARTOGRAFIAS DO IMAGINÁRIO|6|0|16
0|40933|BIOTECNOLOGIA VEGETAL|6|0|16
0|41288|ANÁLISE DE DADOS PARA CIÊNCIAS DA LINGUAGEM|4|0|16
0|41532|MÉTODOS BAYESIANOS|6|0|16
0|41676|TIPOGRAFIA|6|0|16
0|45489|ESTUDOS AVANÇADOS DE ESTRATÉGIA|8|0|16
0|45490|INOVAÇÃO E EMPREENDEDORISMO|6|0|16
0|46493|INTRODUÇÃO À ENGENHARIA MECÂNICA|6|0|16
0|81539|PRINCÍPIOS DE CONTABILIDADE E FINANÇAS|6|0|16
0|18140|INSTALAÇÕES ELÉTRICAS|6|0|16
0|40154|COMPRAS PÚBLICAS E CONTRATAÇÃO|6|0|16
0|40689|SEMINÁRIO EM SUPERVISÃO|10|0|16
0|40927|ENVELHECIMENTO, FAMILIA E CUIDADOS INFORMAIS|6|0|16
0|42441|LABORATÓRIO MULTIMÉDIA 2|10|0|16
0|47024|AUTOMAÇÃO E CONTROLO|6|0|16
0|47443|INGLÊS - PRÁTICAS DE TRADUÇÃO II|6|0|16
0|47576|ESTRATÉGIA E COMPETITIVIDADE|6|0|16
0|90374|ECONOMIA II|6|0|16
0|41316|PROJECTO EM DESIGN DE PRODUTO I|12|0|16
0|41711|ANIMAÇÃO TURÍSTICA E GESTÃO DE EVENTOS|6|0|16
0|90337|SERVIÇOS PARA APLICAÇÕES WEB E MÓVEIS|6|0|16
